food,energy_kcal,protein_g,saturated_fats_g,fat,carbohydrates,fiber,sugars,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mcg,manganese_mg,selenium_mcg,vitc_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitb6_mg,folate_mcg,vitb12_mcg,vita_mcg,vite_mg,vitd2_mcg,category
veal var meatsby-products thymus raw,101.0,17.21,0.8059999999999999,3.07,0.0,0.0,0.0,3.0,1.05,23,533.0,488.0,67.0,1.55,0.079,0.018,16.1,49.2,0.069,0.188,4.77,0.035,22.0,3.33,0.0,0.09,0.0,
veal var meatsby-products thymus ckd brsd,125.0,22.67,0.942,3.11,0.0,0.0,0.0,4.0,1.24,24,627.0,435.0,59.0,2.13,0.072,0.021,21.5,39.4,0.054,0.1,3.38,0.027,20.0,2.85,0.0,0.09,0.0,
lamb var meatsby-products tongue raw,222.0,15.7,6.63,17.17,0.0,0.0,0.0,9.0,2.65,21,184.0,257.0,78.0,2.32,0.212,0.049,15.0,6.0,0.15,0.38,4.65,0.18,4.0,7.2,0.0,0,0.0,
lamb var meatsby-products tongue ckd brsd,275.0,21.57,7.83,20.28,0.0,0.0,0.0,10.0,2.63,16,134.0,158.0,67.0,2.99,0.21,0.033,28.0,7.0,0.08,0.42,3.69,0.17,3.0,6.3,0.0,0,0.0,
veal var meatsby-products tongue raw,131.0,17.18,2.35,5.48,1.91,0.0,0.0,7.0,2.72,17,159.0,271.0,82.0,2.63,0.2,0.023,7.0,5.0,0.17,0.41,2.22,0.19,5.0,6.1,0.0,0,0.0,
veal var meatsby-products tongue ckd brsd,202.0,25.85,4.35,10.1,0.0,0.0,0.0,9.0,2.09,18,166.0,162.0,64.0,4.51,0.21,0.047,11.0,6.0,0.07,0.35,1.47,0.15,9.0,5.3,0.0,0,0.0,
lamb ground raw,282.0,16.56,10.19,23.41,0.0,0.0,0.0,16.0,1.55,21,157.0,222.0,59.0,3.41,0.1009999999999999,0.019,18.8,0.0,0.11,0.21,5.96,0.13,18.0,2.31,0.0,0.2,0.1,
lamb ground ckd brld,283.0,24.75,8.12,19.65,0.0,0.0,0.0,22.0,1.79,24,201.0,339.0,81.0,4.67,0.128,0.024,27.7,0.0,0.1,0.25,6.7,0.14,19.0,2.61,0.0,0.14,0.1,
"lamb dom comp of rtl cuts lnfat 18""fat choic raw",243.0,17.54,8.07,18.66,0.0,0.0,0.0,12.0,1.62,22,166.0,239.0,59.0,3.52,0.108,0.02,19.7,0.0,0.12,0.22,6.07,0.14,19.0,2.44,0.0,0,0.0,
"lamb dom comp of rtl cuts lnfat 18""fat choic ckd",271.0,25.51,7.45,18.01,0.0,0.0,0.0,16.0,1.93,24,193.0,318.0,72.0,4.74,0.121,0.024,27.2,0.0,0.1,0.26,6.55,0.14,19.0,2.57,0.0,0,0.0,
"lamb dom foreshank lnfat 18""fat choic raw",201.0,18.91,5.83,13.38,0.0,0.0,0.0,11.0,1.67,22,170.0,214.0,72.0,5.22,0.1009999999999999,0.021,19.9,0.0,0.1,0.19,5.47,0.15,19.0,2.34,0.0,0,0.0,
"lamb dom foreshank lnfat 18""fat ckd brsd",243.0,28.37,5.63,13.46,0.0,0.0,0.0,20.0,2.14,22,166.0,257.0,72.0,7.69,0.123,0.025,30.6,0.0,0.05,0.19,5.46,0.1,17.0,2.28,0.0,0,0.0,
"lamb dom leg whl (shksirl) lnfat 18""fat choic raw",209.0,18.47,6.21,14.42,0.0,0.0,0.0,8.0,1.7,24,175.0,258.0,57.0,3.43,0.1159999999999999,0.021,21.3,0.0,0.13,0.24,6.25,0.15,20.0,2.54,0.0,0,0.0,
"lamb dom leg whl (shksirl) lnfat 18""fat choic ckd rstd",242.0,26.2,5.92,14.42,0.0,0.0,0.0,10.0,2.02,24,194.0,319.0,67.0,4.53,0.1159999999999999,0.025,27.8,0.0,0.11,0.28,6.53,0.15,20.0,2.6,0.0,0,0.0,
"lamb dom leg shank half lnfat 18""fat choic raw",185.0,18.99,4.88,11.5,0.0,0.0,0.0,7.0,1.73,25,182.0,267.0,58.0,3.58,0.1169999999999999,0.022,21.9,0.0,0.13,0.24,6.21,0.16,21.0,2.54,0.0,0,0.0,
"lamb dom leg shank half lnfat 18""fat choic ckd rstd",217.0,26.73,4.6,11.4,0.0,0.0,0.0,9.0,1.99,25,200.0,329.0,65.0,4.72,0.118,0.026,29.7,0.0,0.1,0.27,6.52,0.16,23.0,2.68,0.0,0,0.0,
"lamb dom leg sirloin half lnfat 18""fat choic raw",261.0,17.21,9.12,20.8,0.0,0.0,0.0,10.0,1.63,23,161.0,235.0,56.0,3.13,0.114,0.019,19.9,0.0,0.13,0.23,6.34,0.14,19.0,2.5,0.0,0,0.0,
"lamb dom leg sirloin half lnfat 18""fat choic ckd rstd",284.0,24.95,8.26,19.67,0.0,0.0,0.0,11.0,2.01,23,185.0,304.0,68.0,4.2,0.113,0.023,25.8,0.0,0.11,0.28,6.59,0.14,17.0,2.54,0.0,0,0.0,
"lamb dom loin lnfat 18""fat choic raw",279.0,17.18,9.95,22.75,0.0,0.0,0.0,14.0,1.66,22,159.0,226.0,59.0,2.65,0.11,0.019,19.4,0.0,0.12,0.21,6.48,0.14,18.0,2.07,0.0,0,0.0,
"lamb dom loin lnfat 18""fat choic ckd brld",297.0,26.06,8.65,20.61,0.0,0.0,0.0,20.0,1.84,25,201.0,336.0,78.0,3.6,0.133,0.023,28.2,0.0,0.11,0.26,7.06,0.13,19.0,2.48,0.0,0,0.0,
"lamb dom loin lnfat 18""fat choic ckd rstd",290.0,23.27,9.08,21.12,0.0,0.0,0.0,18.0,2.17,24,185.0,250.0,64.0,3.52,0.122,0.021,25.2,0.0,0.1,0.24,7.05,0.13,20.0,2.2,0.0,0,0.0,
"lamb dom rib lnfat 18""fat choic raw",342.0,15.32,13.43,30.71,0.0,0.0,0.0,14.0,1.43,19,143.0,201.0,58.0,2.87,0.092,0.017,17.7,0.0,0.1,0.19,6.06,0.12,15.0,2.14,0.0,0,0.0,
"lamb dom rib lnfat 18""fat choic ckd brld",340.0,23.06,11.36,26.82,0.0,0.0,0.0,18.0,1.93,24,184.0,277.0,77.0,4.21,0.124,0.021,24.7,0.0,0.09,0.23,6.92,0.11,15.0,2.56,0.0,0,0.0,
"lamb dom rib lnfat 18""fat choic ckd rstd",341.0,21.82,11.66,27.53,0.0,0.0,0.0,22.0,1.62,20,170.0,277.0,74.0,3.62,0.1169999999999999,0.021,22.3,0.0,0.09,0.21,6.67,0.12,16.0,2.22,0.0,0,0.0,
"lamb dom shldr whl (armbld) lnfat 18""fat choic raw",244.0,17.07,8.1,18.96,0.0,0.0,0.0,16.0,1.53,21,163.0,237.0,63.0,4.12,0.1,0.02,19.7,0.0,0.11,0.21,5.62,0.14,19.0,2.57,0.0,0,0.0,
"lamb dom shldr whl (armbld) lnfat 18""fat choic ckd brsd",338.0,29.46,9.71,23.57,0.0,0.0,0.0,27.0,2.39,25,193.0,261.0,74.0,6.8,0.126,0.026,33.8,0.0,0.07,0.22,6.15,0.11,18.0,2.78,0.0,0,0.0,
"lamb dom shldr whl (armbld) lnfat 18""fat choic ckd brld",268.0,23.84,7.53,18.39,0.0,0.0,0.0,23.0,1.83,25,201.0,335.0,82.0,5.58,0.126,0.024,26.5,0.0,0.1,0.26,6.49,0.14,18.0,2.78,0.0,0,0.0,
"lamb dom shldr whl (armbld) lnfat 18""fat choic ckd rstd",269.0,22.7,7.98,19.08,0.0,0.0,0.0,20.0,1.97,23,185.0,251.0,66.0,5.44,0.108,0.022,26.4,0.0,0.09,0.24,6.04,0.13,21.0,2.65,0.0,0,0.0,
"lamb dom shldr arm lnfat 18""fat choic raw",244.0,17.19,8.24,18.94,0.0,0.0,0.0,14.0,1.58,22,162.0,244.0,61.0,3.52,0.104,0.02,19.8,0.0,0.11,0.22,6.08,0.13,19.0,2.47,0.0,0,0.0,
"lamb dom shldr arm lnfat 18""fat choic ckd brsd",337.0,31.1,9.21,22.65,0.0,0.0,0.0,25.0,2.43,26,210.0,311.0,72.0,6.24,0.141,0.023,37.9,0.0,0.07,0.25,6.61,0.11,19.0,2.59,0.0,0,0.0,
"lamb dom shldr arm lnfat 18""fat ckd brld",269.0,24.91,7.66,18.05,0.0,0.0,0.0,18.0,2.12,27,200.0,314.0,78.0,5.01,0.135,0.024,28.1,0.0,0.1,0.27,6.99,0.12,19.0,2.88,0.0,0,0.0,
"lamb dom shldr arm lnfat 18""fat choic rstd",267.0,22.93,8.04,18.75,0.0,0.0,0.0,17.0,2.05,23,185.0,262.0,65.0,4.58,0.114,0.022,25.8,0.0,0.09,0.25,6.62,0.13,21.0,2.56,0.0,0,0.0,
"lamb dom shldr blade lnfat 18""fat choic raw",244.0,17.01,8.04,18.97,0.0,0.0,0.0,17.0,1.5,21,163.0,234.0,63.0,4.4,0.098,0.02,19.6,0.0,0.11,0.21,5.4,0.14,20.0,2.62,0.0,0,0.0,
"lamb dom shldr blade lnfat 18""fat choic ckd brsd",339.0,28.92,9.88,23.88,0.0,0.0,0.0,27.0,2.38,24,187.0,244.0,75.0,6.98,0.121,0.027,33.5,0.0,0.06,0.21,6.0,0.11,18.0,2.84,0.0,0,0.0,
"lamb dom shldr blade lnfat 18""fat choic ckd brld",267.0,23.48,7.49,18.5,0.0,0.0,0.0,24.0,1.73,24,201.0,341.0,83.0,5.77,0.123,0.024,27.8,0.0,0.09,0.25,6.33,0.15,18.0,2.74,0.0,0,0.0,
"lamb dom shldr blade lnfat 18""fat choic ckd rstd",270.0,22.62,7.96,19.19,0.0,0.0,0.0,21.0,1.95,23,185.0,248.0,67.0,5.72,0.107,0.022,25.6,0.0,0.09,0.24,5.84,0.13,21.0,2.68,0.0,0,0.0,
"lamb nz imp frz comp of rtl cuts ln  fat 18"" fat raw",232.0,17.95,8.64,17.2,0.0,0.0,0.0,11.0,1.54,16,179.0,147.0,41.0,2.58,0.089,0.02,1.4,0.0,0.13,0.35,6.57,0.12,1.0,2.5,0.0,0,0.0,
"lamb nz imp frz comp of rtl cuts ln  fat 18"" fat ckd",270.0,25.26,8.76,17.98,0.0,0.0,0.0,15.0,2.08,19,211.0,161.0,46.0,3.61,0.102,0.023,2.0,0.0,0.11,0.41,7.31,0.11,1.0,2.71,0.0,0,0.0,
"lamb nz imp frz foreshank ln  fat 18"" fat raw",223.0,18.04,8.18,16.15,0.0,0.0,0.0,10.0,1.49,15,170.0,131.0,45.0,3.37,0.095,0.02,3.5,0.0,0.13,0.36,6.3,0.11,1.0,2.53,0.0,0,0.0,
"lamb nz imp frz foreshank ln  fat 18"" fat ckd brsd",258.0,26.97,7.82,15.83,0.0,0.0,0.0,14.0,2.07,15,175.0,118.0,47.0,4.8,0.102,0.024,5.3,0.0,0.07,0.33,6.07,0.08,1.0,2.44,0.0,0,0.0,
"lamb nz imp frz leg whl (shksirl) ln  fat 18"" fat raw",201.0,18.76,6.67,13.37,0.0,0.0,0.0,7.0,1.6,18,189.0,160.0,41.0,2.72,0.095,0.021,3.0,0.0,0.14,0.38,6.86,0.13,1.0,2.47,0.0,0,0.0,
"lamb nz imp frz leg whl (shksirl) ln  fat 18"" ckd rstd",234.0,25.34,6.75,13.95,0.0,0.0,0.0,9.0,2.13,20,221.0,170.0,44.0,3.67,0.105,0.024,4.1,0.0,0.12,0.46,7.57,0.13,1.0,2.61,0.0,0,0.0,
"lamb nz imp frz loin ln  fat 18"" fat raw",273.0,17.18,11.23,22.1,0.0,0.0,0.0,17.0,1.59,15,170.0,128.0,39.0,1.94,0.087,0.018,1.5,0.0,0.13,0.3,6.85,0.12,1.0,2.13,0.0,0,0.0,
"lamb nz imp frz loin ln  fat 18"" fat ckd brld",296.0,24.41,10.56,21.28,0.0,0.0,0.0,23.0,2.1,20,213.0,164.0,50.0,2.76,0.1119999999999999,0.022,2.1,0.0,0.12,0.37,7.92,0.11,1.0,2.54,0.0,0,0.0,
"lamb nz imp frz rib lnfat 18""fat raw",311.0,15.87,13.7,27.0,0.0,0.0,0.0,15.0,1.43,13,153.0,120.0,42.0,2.19,0.067,0.017,1.3,0.0,0.12,0.26,6.29,0.09,1.0,2.22,0.0,0,0.0,
"lamb nz imp frz rib ln  fat 18"" fat ckd rstd",317.0,19.86,12.82,25.74,0.0,0.0,0.0,18.0,1.74,15,173.0,128.0,44.0,2.73,0.072,0.018,1.8,0.0,0.1,0.28,6.72,0.08,1.0,2.32,0.0,0,0.0,
"lamb nz imp frz shldr whl (armbld) ln  fat 18"" raw",251.0,17.19,9.9,19.74,0.0,0.0,0.0,17.0,1.36,15,168.0,137.0,42.0,2.91,0.083,0.019,2.7,0.0,0.12,0.31,5.46,0.08,1.0,3.14,0.0,0,0.0,
"lamb nz imp frz shdr whl (armbld) ln  fat 18"" ckd brsd",342.0,29.43,11.5,24.03,0.0,0.0,0.0,27.0,2.16,18,200.0,151.0,52.0,4.76,0.106,0.026,4.4,0.0,0.08,0.33,6.26,0.07,1.0,3.47,0.0,0,0.0,
"game meat bison top sirloin ln 0""fat raw",113.0,21.4,0.885,2.4,0.0,0.0,0.0,5.0,3.0,24,203.0,335.0,51.0,3.4,0.155,0.015,25.1,0.0,0.045,0.0969999999999999,2.017,0.259,0.0,2.3,1.0,0.05,0.0,
"game meat bison ribeye ln 0""fat raw",116.0,22.1,0.898,2.4,0.0,0.0,0.0,6.0,2.8,24,198.0,344.0,48.0,3.2,0.13,0.013,23.3,0.0,0.046,0.09,1.838,0.252,0.0,2.2,1.0,0.04,0.0,
"game meat bison shldr clod ln 0""fat raw",109.0,21.1,0.7490000000000001,2.1,0.0,0.0,0.0,4.0,3.0,24,189.0,322.0,59.0,5.0,0.148,0.0139999999999999,26.4,0.0,0.042,0.096,1.879,0.221,0.0,2.2,1.0,0.05,0.0,
veal breast fat ckd,521.0,9.4,21.407,53.35,0.0,0.0,0.0,6.0,0.45,10,102.0,181.0,49.0,0.76,0.042,0.01,5.5,0.0,0.02,0.12,2.79,0.11,5.0,0.55,0.0,0,0.0,
veal breast whl bnless lnfat raw,208.0,17.47,5.896,14.75,0.0,0.0,0.0,7.0,0.53,18,172.0,286.0,71.0,2.33,0.094,0.01,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
veal breast whl bnless lnfat ckd brsd,266.0,26.97,6.55,16.77,0.0,0.0,0.0,9.0,0.77,20,191.0,272.0,65.0,3.64,0.071,0.008,11.0,0.0,0.054,0.296,7.981,0.261,13.0,1.33,0.0,0,0.0,
veal breast plate half bnless lnfat ckd brsd,282.0,25.93,7.434,18.95,0.0,0.0,0.0,8.0,0.75,19,186.0,266.0,64.0,3.47,0.069,0.008,10.6,0.0,0.053,0.296,7.895,0.261,13.0,1.33,0.0,0,0.0,
veal breast point half bnless lnfat ckd brsd,248.0,28.23,5.489,14.16,0.0,0.0,0.0,9.0,0.79,21,197.0,278.0,66.0,3.85,0.073,0.008,11.5,0.0,0.0559999999999999,0.309,8.352,0.272,14.0,1.39,0.0,0,0.0,
veal breast whl bnless ln ckd brsd,218.0,30.32,3.72,9.8,0.0,0.0,0.0,9.0,0.83,22,208.0,289.0,68.0,4.19,0.076,0.008,12.5,0.0,0.06,0.33,8.97,0.29,15.0,1.48,0.0,0,0.0,
veal shank (forehind) lnfat raw,113.0,19.15,1.06,3.48,0.0,0.0,0.0,20.0,0.76,21,191.0,314.0,84.0,3.99,0.074,0.009,7.9,0.0,0.079,0.268,7.457999999999999,0.437,15.0,1.36,0.0,0,0.0,
veal shank (forehind) lnfat ckd brsd,191.0,31.54,2.0780000000000003,6.2,0.0,0.0,0.0,33.0,1.25,25,225.0,305.0,93.0,6.63,0.111,0.015,15.3,0.0,0.049,0.295,9.454,0.265,17.0,1.61,0.0,0,0.0,
veal shank (forehind) ln raw,108.0,19.28,0.738,2.83,0.0,0.0,0.0,20.0,0.76,21,192.0,316.0,85.0,4.02,0.074,0.009,8.0,0.0,0.08,0.27,7.6,0.44,15.0,1.37,0.0,0,0.0,
veal shank (forehind) ln ckd brsd,177.0,32.22,1.14,4.33,0.0,0.0,0.0,34.0,1.26,25,228.0,309.0,94.0,6.81,0.113,0.015,13.7,0.0,0.05,0.3,9.66,0.27,17.0,1.64,0.0,0,0.0,
"lamb aus imp frsh comp of rtl cuts lnfat 18""fat raw",229.0,17.84,8.189,16.97,0.0,0.0,0.0,13.0,1.43,20,168.0,284.0,74.0,3.67,0.145,0.011,7.5,0.0,0.133,0.261,4.934,0.3389999999999999,0.0,2.47,0.0,0,0.0,
"lamb aus imp frsh comp of rtl cuts lnfat 18""fat ckd",256.0,24.52,7.94,16.82,0.0,0.0,0.0,17.0,1.93,22,195.0,301.0,76.0,4.68,0.142,0.013,10.1,0.0,0.123,0.332,5.441,0.366,0.0,2.87,0.0,0,0.0,
"lamb aus imp frsh comp of rtl cuts ln 18""fat raw",142.0,20.25,2.54,6.18,0.0,0.0,0.0,12.0,1.59,22,188.0,320.0,83.0,4.21,0.165,0.013,8.6,0.0,0.149,0.293,5.595,0.386,0.0,2.77,0.0,0,0.0,
"lamb aus imp frsh comp of rtl cuts ln 18""fat ckd",201.0,26.71,4.048,9.63,0.0,0.0,0.0,16.0,2.05,24,207.0,318.0,80.0,5.14,0.153,0.0139999999999999,11.0,0.0,0.131,0.36,5.812,0.3939999999999999,0.0,3.01,0.0,0,0.0,
lamb aus imp frsh fat raw,648.0,6.27,35.353,68.87,0.0,0.0,0.0,19.0,0.63,7,71.0,112.0,33.0,1.06,0.046,0.0,4.0,0.0,0.057,0.107,1.753,0.111,0.0,1.06,0.0,0,0.0,
lamb aus imp frsh fat ckd,639.0,9.42,34.751,66.4,0.0,0.0,0.0,27.0,1.11,12,114.0,179.0,51.0,1.48,0.065,0.01,5.8,0.0,0.063,0.14,2.89,0.171,0.0,1.84,0.0,0,0.0,
"lamb aus imp frsh foreshank lnfat 18""fat raw",195.0,18.85,5.981,12.68,0.0,0.0,0.0,12.0,1.38,19,158.0,270.0,96.0,5.4,0.092,0.009,7.2,0.0,0.094,0.2189999999999999,5.265,0.264,0.0,2.48,0.0,0,0.0,
"lamb aus imp frsh foreshank lnfat 18""fat ckd brsd",236.0,24.78,6.794,14.44,0.0,0.0,0.0,16.0,1.79,21,167.0,244.0,93.0,6.96,0.1159999999999999,0.011,8.3,0.0,0.086,0.262,5.013,0.244,0.0,3.0,0.0,0,0.0,
"lamb aus imp frsh foreshank ln 18""fat raw",123.0,20.83,1.344,3.81,0.0,0.0,0.0,11.0,1.5,20,171.0,295.0,106.0,6.08,0.099,0.01,8.0,0.0,0.1,0.237,5.82,0.288,0.0,2.71,0.0,0,0.0,
"lamb aus imp frsh foreshank ln 18""fat ckd brsd",165.0,27.5,1.884,5.22,0.0,0.0,0.0,14.0,1.91,22,177.0,255.0,100.0,7.93,0.125,0.011,9.0,0.0,0.09,0.283,5.39,0.257,0.0,3.2,0.0,0,0.0,
"lamb aus imp frsh leg whl (shksirl) lnfat 18""fat raw",215.0,18.24,7.287999999999999,15.19,0.0,0.0,0.0,10.0,1.48,20,173.0,295.0,73.0,3.75,0.173,0.011,4.2,0.0,0.14,0.287,4.964,0.359,0.0,2.7,0.0,0,0.0,
"lamb aus imp frsh leg whl (shksirl) lnfat 18""fat ckd rstd",244.0,25.16,7.091,15.13,0.0,0.0,0.0,11.0,2.03,23,202.0,309.0,70.0,4.43,0.147,0.0139999999999999,5.7,0.0,0.126,0.386,5.382999999999999,0.425,0.0,3.03,0.0,0,0.0,
"lamb aus imp frsh leg whl (shksirl) ln 18""fat raw",135.0,20.46,2.081,5.23,0.0,0.0,0.0,8.0,1.64,23,192.0,329.0,81.0,4.25,0.196,0.013,4.6,0.0,0.155,0.32,5.56,0.406,0.0,3.01,0.0,0,0.0,
"lamb aus imp frsh leg whl (shksirl) ln 18""fat ckd rstd",190.0,27.31,3.297,8.1,0.0,0.0,0.0,9.0,2.15,25,214.0,326.0,72.0,4.83,0.158,0.0139999999999999,5.9,0.0,0.135,0.42,5.725,0.46,0.0,3.19,0.0,0,0.0,
"lamb aus imp frsh leg shank half lnfat 18""fat raw",201.0,18.59,6.388999999999999,13.48,0.0,0.0,0.0,9.0,1.48,20,176.0,301.0,75.0,4.04,0.181,0.01,7.8,0.0,0.142,0.292,5.06,0.367,0.0,2.75,0.0,0,0.0,
"lamb aus imp frsh leg shank half lnfat 18""fat ckd rstd",231.0,25.25,6.341,13.69,0.0,0.0,0.0,10.0,2.01,23,203.0,313.0,67.0,4.49,0.138,0.013,10.6,0.0,0.127,0.39,5.417999999999999,0.429,0.0,3.04,0.0,0,0.0,
"lamb aus imp frsh leg shank half ln 18""fat raw",133.0,20.45,2.008,5.1,0.0,0.0,0.0,7.0,1.61,22,191.0,329.0,81.0,4.5,0.2019999999999999,0.012,8.7,0.0,0.155,0.32,5.56,0.406,0.0,3.01,0.0,0,0.0,
"lamb aus imp frsh leg shank half ln 18""fat ckd rstd",182.0,27.18,2.918,7.27,0.0,0.0,0.0,8.0,2.13,25,213.0,329.0,69.0,4.86,0.147,0.0139999999999999,11.5,0.0,0.135,0.42,5.725,0.46,0.0,3.19,0.0,0,0.0,
"lamb aus imp frsh leg sirloin half bnless lnfat 18""fat raw",254.0,17.25,9.754,20.0,0.0,0.0,0.0,12.0,1.5,20,167.0,279.0,70.0,2.95,0.148,0.013,8.0,0.0,0.133,0.272,4.695,0.3389999999999999,0.0,2.57,0.0,0,0.0,
"lamb aus imp frsh leg sirl hlf bnless lnft 18""fat ckd rstd",281.0,24.88,9.245,19.38,0.0,0.0,0.0,15.0,2.06,23,199.0,297.0,78.0,4.24,0.173,0.016,11.7,0.0,0.124,0.376,5.281000000000001,0.415,0.0,2.98,0.0,0,0.0,
"lamb aus imp frsh leg sirloin half bnless ln 18""fat raw",138.0,20.48,2.3080000000000003,5.64,0.0,0.0,0.0,10.0,1.75,23,195.0,328.0,80.0,3.5,0.179,0.017,9.8,0.0,0.155,0.32,5.56,0.406,0.0,3.01,0.0,0,0.0,
"lamb aus imp frsh leg sirl half bnless ln 18""fat ckd rstd",215.0,27.75,4.508,10.65,0.0,0.0,0.0,13.0,2.24,25,214.0,318.0,83.0,4.76,0.1939999999999999,0.017,13.0,0.0,0.135,0.42,5.725,0.46,0.0,3.19,0.0,0,0.0,
"lamb aus imp frsh leg sirl chops bnless lnfat 18""fat raw",208.0,18.33,6.898,14.38,0.0,0.0,0.0,11.0,1.75,22,192.0,308.0,59.0,3.21,0.139,0.0139999999999999,7.1,0.0,0.14,0.288,4.996,0.362,0.0,2.72,0.0,0,0.0,
"lamb aus imp frsh leg sirl chps bnless lnft 18""ft ckd brld",235.0,25.75,6.414,13.83,0.0,0.0,0.0,14.0,2.34,25,224.0,336.0,64.0,4.83,0.162,0.015,10.1,0.0,0.128,0.391,5.433,0.43,0.0,3.05,0.0,0,0.0,
"lamb aus imp frsh leg sirloin chops bnless ln 18""fat raw",132.0,20.43,1.948,4.91,0.0,0.0,0.0,9.0,1.94,25,214.0,342.0,64.0,3.58,0.156,0.016,8.0,0.0,0.155,0.32,5.56,0.406,0.0,3.01,0.0,0,0.0,
"lamb aus imp frsh leg sirl chops bnless ln 18""fat ckd brld",188.0,27.63,3.159,7.8,0.0,0.0,0.0,13.0,2.48,26,237.0,354.0,66.0,5.21,0.173,0.015,10.8,0.0,0.135,0.42,5.725,0.46,0.0,3.19,0.0,0,0.0,
"lamb aus imp frsh leg cntr slice bone-in lnfat 18""fat raw",195.0,19.17,5.813,12.56,0.0,0.0,0.0,10.0,1.81,23,199.0,318.0,61.0,3.32,0.144,0.015,7.4,0.0,0.145,0.298,5.167000000000001,0.375,0.0,2.81,0.0,0,0.0,
"lamb aus imp frsh leg cntr slce bne-in lnft 18""ft ckd brld",215.0,25.54,5.32,11.78,0.0,0.0,0.0,14.0,2.38,25,228.0,342.0,65.0,4.95,0.165,0.015,13.5,0.0,0.13,0.4,5.527,0.44,0.0,3.1,0.0,0,0.0,
"lamb aus imp frsh leg cntr slice bone-in ln 18""fat raw",143.0,20.65,2.4130000000000003,6.08,0.0,0.0,0.0,9.0,1.94,25,214.0,342.0,64.0,3.58,0.156,0.016,8.0,0.0,0.155,0.32,5.56,0.406,0.0,3.01,0.0,0,0.0,
"lamb aus imp frsh leg cntr slice bone-in ln 18""fat ckd brld",183.0,26.75,3.111,7.68,0.0,0.0,0.0,13.0,2.48,26,237.0,354.0,66.0,5.21,0.173,0.015,14.2,0.0,0.135,0.42,5.725,0.46,0.0,3.19,0.0,0,0.0,
"lamb aus imp frsh loin lnfat 18""fat raw",203.0,19.32,6.401,13.38,0.0,0.0,0.0,15.0,1.66,22,185.0,302.0,70.0,2.5,0.13,0.013,8.2,0.0,0.1689999999999999,0.29,6.652,0.445,0.0,1.76,0.0,0,0.0,
"lamb aus imp frsh loin lnfat 18""fat ckd brld",219.0,25.49,5.572,12.25,0.0,0.0,0.0,21.0,2.12,25,214.0,331.0,78.0,3.36,0.15,0.013,9.6,0.0,0.173,0.322,7.831,0.493,0.0,2.0,0.0,0,0.0,
"lamb aus imp frsh loin ln 18""fat raw",146.0,21.0,2.673,6.24,0.0,0.0,0.0,15.0,1.79,24,199.0,327.0,75.0,2.69,0.141,0.0139999999999999,9.0,0.0,0.183,0.313,7.282999999999999,0.488,0.0,1.85,0.0,0,0.0,
"lamb aus imp frsh loin ln 18""fat ckd brld",192.0,26.53,3.687,8.75,0.0,0.0,0.0,21.0,2.18,26,220.0,340.0,80.0,3.48,0.156,0.0139999999999999,10.3,0.0,0.18,0.3329999999999999,8.15,0.514,0.0,2.01,0.0,0,0.0,
"lamb aus rib choprack rst frenched bone-in ln  ft 18"" raw",237.0,21.26,8.128,16.89,0.0,0.0,0.0,7.0,1.55,28,132.0,189.0,69.0,1.94,0.091,0.004,10.9,0.0,0.109,0.3279999999999999,6.482,0.483,0.0,0.89,4.0,0.18,0.0,
"lamb aus frsh rib chop frenched bne-in ln  fat 18"" grilled",305.0,28.48,10.666,21.2,0.0,0.0,0.0,11.0,2.24,24,199.0,292.0,79.0,3.0,0.119,0.005,12.9,0.0,0.136,0.336,7.825,0.536,0.0,1.33,3.0,0.31,0.0,
"lamb aus frsh rib choprack rst frenched bone-in ln 18"" raw",147.0,24.07,2.532,5.59,0.0,0.0,0.0,7.0,1.75,36,150.0,209.0,71.0,2.2,0.109,0.004,13.1,0.0,0.127,0.39,7.62,0.574,0.0,1.23,5.0,0.25,0.0,
"lamb aus frsh rib chop frnched bone-in ln 18"" ckd grilled",234.0,32.16,5.69,11.68,0.0,0.0,0.0,11.0,2.36,26,216.0,320.0,85.0,3.28,0.134,0.005,15.2,0.0,0.153,0.37,8.93,0.601,0.0,1.73,4.0,0.41,0.0,
"lamb aus imp frsh shldr whl (armbld) lnfat 18""fat raw",256.0,16.68,9.907,20.47,0.0,0.0,0.0,18.0,1.26,18,156.0,267.0,76.0,4.09,0.113,0.01,3.3,0.0,0.107,0.213,4.001,0.261,0.0,2.61,0.0,0,0.0,
"lamb aus imp frsh shldr whl (armbld) lnfat 18""fat ckd",296.0,23.58,10.324000000000002,21.65,0.0,0.0,0.0,28.0,1.78,21,183.0,288.0,85.0,5.85,0.1369999999999999,0.0139999999999999,4.5,0.0,0.094,0.267,4.415,0.204,0.0,3.29,0.0,0,0.0,
"lamb aus imp frsh shldr whl (armbld) ln 18""fat raw",155.0,19.36,3.355,8.01,0.0,0.0,0.0,18.0,1.42,21,178.0,306.0,88.0,4.87,0.13,0.013,3.9,0.0,0.12,0.24,4.58,0.299,0.0,3.01,0.0,0,0.0,
